id_rec_arrec_detalhe;ano_exercicio;ds_municipio;ds_orgao;mes_referencia;mes_ref_extenso;ds_poder;ds_fonte_recurso;ds_cd_aplicacao_fixo;ds_cd_aplicacao_variavel;ds_categoria;ds_subcategoria;ds_fonte;ds_rubrica;ds_alinea;ds_subalinea;vl_arrecadacao
32425113;2021;Embu das Artes;PREFEITURA MUNICIPAL DE EMBU DAS ARTES;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11130000 - Impostos sobre a Renda e Proventos de Qualquer Natureza;11130300 - Imposto sobre a Renda - Retido na Fonte;11130311 - Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;1593897,68
32425114;2021;Embu das Artes;PREFEITURA MUNICIPAL DE EMBU DAS ARTES;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11130000 - Impostos sobre a Renda e Proventos de Qualquer Natureza;11130300 - Imposto sobre a Renda - Retido na Fonte;11130341 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal;47727,86
32425115;2021;Embu das Artes;PREFEITURA MUNICIPAL DE EMBU DAS ARTES;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180100 - Impostos sobre o Patrimônio para Estados, DF e Municípios;11180111 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;12443661,73
32425116;2021;Embu das Artes;PREFEITURA MUNICIPAL DE EMBU DAS ARTES;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180100 - Impostos sobre o Patrimônio para Estados, DF e Municípios;11180112 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros;61237,76
32425117;2021;Embu das Artes;PREFEITURA MUNICIPAL DE EMBU DAS ARTES;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180100 - Impostos sobre o Patrimônio para Estados, DF e Municípios;11180113 - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa;116210,80
32425118;2021;Embu das Artes;PREFEITURA MUNICIPAL DE EMBU DAS ARTES;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180100 - Impostos sobre o Patrimônio para Estados, DF e Municípios;11180114 - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros;107468,73
32425119;2021;Embu das Artes;PREFEITURA MUNICIPAL DE EMBU DAS ARTES;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180100 - Impostos sobre o Patrimônio para Estados, DF e Municípios;11180119 - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Atualização Monetária;48233,82
32425120;2021;Embu das Artes;PREFEITURA MUNICIPAL DE EMBU DAS ARTES;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180100 - Impostos sobre o Patrimônio para Estados, DF e Municípios;11180141 - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal;221540,62
32425121;2021;Embu das Artes;PREFEITURA MUNICIPAL DE EMBU DAS ARTES;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180200 - Impostos sobre a Produção, circulação de Mercadorias e Serviços;11180231 - Imposto sobre Serviços de Qualquer Natureza - Principal;2475927,12
32425122;2021;Embu das Artes;PREFEITURA MUNICIPAL DE EMBU DAS ARTES;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180200 - Impostos sobre a Produção, circulação de Mercadorias e Serviços;11180232 - Imposto sobre Serviços de Qualquer Natureza - Multas e Juros;9486,75
