id_rec_arrec_detalhe;ano_exercicio;ds_municipio;ds_orgao;mes_referencia;mes_ref_extenso;ds_poder;ds_fonte_recurso;ds_cd_aplicacao_fixo;ds_cd_aplicacao_variavel;ds_categoria;ds_subcategoria;ds_fonte;ds_rubrica;ds_alinea;ds_subalinea;vl_arrecadacao
32485453;2021;Itapecerica da Serra;PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;21 - CONTRIB.P/CUSTEIO SERV.ILUMINACAO PUBLICA-COSIP;10000000 - Receitas Correntes;12000000 - Contribuições;12400000 - Contribuição para o Custeio do Serviço de Iluminação Pública;12400000 - Contribuição para o Custeio do Serviço de Iluminação Pública;12400000 - Contribuição para o Custeio do Serviço de Iluminação Pública;12400011 - Contribuição para o Custeio do Serviço de Iluminação Pública - Principal;844782,63
32485454;2021;Itapecerica da Serra;PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;21 - CONTRIB.P/CUSTEIO SERV.ILUMINACAO PUBLICA-COSIP;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;257,44
32485455;2021;Itapecerica da Serra;PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;10 - AGENCIA DE CORREIOS COMUNITARIA-JD.JACIRA;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;2,36
32485456;2021;Itapecerica da Serra;PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;14 - CONSERVACAO E MANUTENCAO DE CEMITERIOS;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13200000 - Valores Mobiliários;13210000 - Juros e Correções Monetárias;13210000 - Juros e Correções Monetárias;13210011 - Remuneração de Depósitos Bancários - Principal;23,47
32485457;2021;Itapecerica da Serra;PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA;1;Janeiro;EXECUTIVO;01 - TESOURO;100 - GERAL TOTAL;14 - CONSERVACAO E MANUTENCAO DE CEMITERIOS;10000000 - Receitas Correntes;13000000 - Receita Patrimonial;13300000 - Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização ou Licença;13390000 - Demais Delegações de Serviços Públicos;13399900 - Outras Delegações de Serviços Públicos;13399911 - Outras Delegações de Serviços Públicos - Principal;12579,40
32485458;2021;Itapecerica da Serra;PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11130000 - Impostos sobre a Renda e Proventos de Qualquer Natureza;11130300 - Imposto sobre a Renda - Retido na Fonte;11130311 - Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;210184,85
32485459;2021;Itapecerica da Serra;PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11130000 - Impostos sobre a Renda e Proventos de Qualquer Natureza;11130300 - Imposto sobre a Renda - Retido na Fonte;11130341 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal;94849,09
32485460;2021;Itapecerica da Serra;PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180100 - Impostos sobre o Patrimônio para Estados, DF e Municípios;11180111 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal;22569,14
32485462;2021;Itapecerica da Serra;PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180100 - Impostos sobre o Patrimônio para Estados, DF e Municípios;11180112 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros;1331,46
32485463;2021;Itapecerica da Serra;PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA;1;Janeiro;EXECUTIVO;01 - TESOURO;110 - GERAL;00 - CÓDIGO DE APLICAÇÃO NÃO CONTÉM/INFORMOU PARTE VARIÁVEL;10000000 - Receitas Correntes;11000000 - Impostos, Taxas e Contribuições de Melhoria;11100000 - Impostos;11180000 - Impostos Específicos de Estados, DF, Municípios;11180100 - Impostos sobre o Patrimônio para Estados, DF e Municípios;11180113 - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa;225324,93
